"Rank","Expected Points Added (EPA)","Offense","Defense","Week","Date","Quarter","Time","Down","Distance","Description","Yard Line (Distance from Off. EZ)","Box Scores"
"","0.11","HOU","KC","15","2022-12-18","3","3:23","1","10","(3:23) 10-D.Mills sacked at KC 19 for -4 yards (66-B.Williams). PENALTY on KC-22-J.Thornhill, Illegal Contact, 5 yards, enforced at KC 15 - No Play. Penalty on KC-50-W.Gay, Illegal Contact, declined.","15.00","Box Score"
"","0.10","IND","HOU","18","2023-01-08","3","11:55","4","6","(11:55) (Field Goal formation) PENALTY on HOU-76-A.Deculus, Encroachment, 3 yards, enforced at HOU 6 - No Play.","6.00","Box Score"
"","0.09","CLE","WAS","17","2023-01-01","1","0:26","4","7","(:26) 3-C.York 25 yard field goal is GOOD, NULLIFIED by Penalty, Center-47-C.Hughlett, Holder-13-C.Bojorquez. PENALTY on WAS-47-K.Hudson, Defensive Offside, 4 yards, enforced at WAS 7 - No Play.","7.00","Box Score"
"","0.09","CAR","DEN","12","2022-11-27","4","13:36","4","8","(13:36) 4-E.Pineiro 26 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker. PENALTY on DEN-98-M.Purcell, Unnecessary Roughness, 15 yards, enforced between downs.","8.00","Box Score"
"","0.06","IND","LV","10","2022-11-13","1","3:35","1","1","(3:35) (Shotgun) PENALTY on LV, Defensive Too Many Men on Field, 0 yards, enforced at LV 1 - No Play.","1.00","Box Score"
"","0.05","NYJ","GB","6","2022-10-16","4","3:55","2","1","(3:55) 20-Br.Hall up the middle to GB 4 for -3 yards (31-A.Amos, 59-D.Campbell). PENALTY on GB-93-T.Slaton, Unnecessary Roughness, 2 yards, enforced at GB 4.","1.00","Box Score"
"","0.05","MIN","BUF","10","2022-11-13","4","0:57","4","1","(:57) 8-K.Cousins pass incomplete short right to 4-D.Cook. PENALTY on BUF-97-J.Phillips, Defensive Offside, 0 yards, enforced at BUF 1 - No Play.","1.00","Box Score"
"","0.05","CHI","NE","7","2022-10-24","2","0:11","1","10","(:11) (Shotgun) 1-J.Fields pass incomplete short right. PENALTY on NE-31-Jo.Jones, Defensive Holding, 5 yards, enforced at NE 10 - No Play.","10.00","Box Score"
"","0.04","MIN","ARI","8","2022-10-30","2","11:29","1","10","(11:29) (Shotgun) 8-K.Cousins pass incomplete short middle to 4-D.Cook. PENALTY on ARI-25-Z.Collins, Defensive Pass Interference, 2 yards, enforced at ARI 12 - No Play.","12.00","Box Score"
"","0.03","BUF","MIA","15","2022-12-17","2","0:22","1","10","(:22) (Shotgun) 17-J.Allen pass incomplete short left to 14-S.Diggs. PENALTY on MIA-15-J.Phillips, Defensive Offside, 5 yards, enforced at MIA 14 - No Play.","14.00","Box Score"
"","0.01","PHI","ARI","5","2022-10-09","2","12:27","1","10","(12:27) (No Huddle, Shotgun) 1-J.Hurts left end pushed ob at ARI 1 for 10 yards (9-I.Simmons). PENALTY on PHI-11-A.Brown, Offensive Holding, 10 yards, enforced at ARI 1.","11.00","Box Score"
"","0.00","NYJ","GB","6","2022-10-16","4","3:36","3","1","(3:36) (Shotgun) 2-Z.Wilson left end to GB 2 for -1 yards (59-D.Campbell). PENALTY on GB-52-R.Gary, Defensive Offside, 0 yards, enforced at GB 1 - No Play.","1.00","Box Score"
"","0.00","NYG","JAX","7","2022-10-23","4","5:35","1","1","(5:35) (Shotgun) PENALTY on JAX-52-D.Hamilton, Encroachment, 0 yards, enforced at JAX 1 - No Play.","1.00","Box Score"
"","0.00","NYG","JAX","7","2022-10-23","4","5:35","1","1","(5:35) (Shotgun) PENALTY on JAX, Defensive Too Many Men on Field, 0 yards, enforced at JAX 1 - No Play.","1.00","Box Score"
"","-0.00","MIA","BUF","3","2022-09-25","1","4:48","2","1","(4:48) (No Huddle) 1-T.Tagovailoa up the middle to BUF 1 for no gain (90-S.Lawson). PENALTY on BUF-90-S.Lawson, Defensive Offside, 0 yards, enforced at BUF 1 - No Play.","1.00","Box Score"
"","-0.00","BAL","TB","8","2022-10-27","4","8:48","1","10","(8:48) (Shotgun) 8-L.Jackson right end ran ob at TB 10 for 14 yards (27-Z.McCollum). PENALTY on BAL-42-P.Ricard, Offensive Holding, 10 yards, enforced at TB 14.","24.00","Box Score"
"","-0.00","HOU","DAL","14","2022-12-11","1","5:47","3","1","(5:47) (No Huddle) 6-J.Driskel up the middle to DAL 1 for no gain (42-A.Barr). PENALTY on DAL-11-M.Parsons, Defensive Offside, 0 yards, enforced at DAL 1 - No Play.","1.00","Box Score"
"","-0.01","MIA","DET","8","2022-10-30","3","9:40","1","1","(9:40) (No Huddle) 31-R.Mostert up the middle to DET 1 for no gain (31-K.Joseph). PENALTY on DET-24-A.Oruwariye, Defensive Offside, 0 yards, enforced at DET 1 - No Play.","1.00","Box Score"
"","-0.01","SF","CAR","5","2022-10-09","4","12:50","1","1","(12:50) PENALTY on CAR, Defensive Too Many Men on Field, 0 yards, enforced at CAR 1 - No Play.","1.00","Box Score"
"","-0.03","NE","IND","9","2022-11-06","4","10:13","4","5","(10:13) (Field Goal formation) PENALTY on NE-49-J.Cardona, False Start, 5 yards, enforced at IND 5 - No Play.","5.00","Box Score"
"","-0.03","IND","HOU","1","2022-09-11","4","10:47","4","4","(10:47) (Field Goal formation) PENALTY on IND, Delay of Game, 5 yards, enforced at HOU 4 - No Play.","4.00","Box Score"
"","-0.04","GB","MIN","17","2023-01-01","2","9:52","4","3","(9:52) (No Huddle, Shotgun) PENALTY on GB, Delay of Game, 5 yards, enforced at MIN 3 - No Play.","3.00","Box Score"
"","-0.06","DAL","PHI","16","2022-12-24","4","1:44","4","3","(1:44) (Shotgun) PENALTY on DAL, Delay of Game, 5 yards, enforced at PHI 3 - No Play.","3.00","Box Score"
"","-0.08","MIN","GB","1","2022-09-11","2","3:57","4","2","(3:57) (Field Goal formation) PENALTY on MIN, Delay of Game, 5 yards, enforced at GB 5 - No Play.","5.00","Box Score"
"","-0.08","GB","PHI","12","2022-11-27","3","2:17","4","3","(2:17) (Shotgun) PENALTY on GB-73-Y.Nijman, False Start, 5 yards, enforced at PHI 6 - No Play.","6.00","Box Score"
"","-0.09","DET","MIA","8","2022-10-30","2","0:18","1","10","(:18) (Shotgun) 16-J.Goff pass short right to 14-A.St. Brown pushed ob at MIA 17 for 4 yards (42-C.Fejedelem). PENALTY on MIA-20-J.Bethel, Illegal Contact, 5 yards, enforced at MIA 21 - No Play.","21.00","Box Score"
"","-0.10","TB","BAL","8","2022-10-27","4","4:57","4","3","(4:57) (Shotgun) PENALTY on TB-7-L.Fournette, False Start, 5 yards, enforced at BAL 3 - No Play.","3.00","Box Score"
"","-0.11","IND","TEN","4","2022-10-02","2","13:28","4","4","(13:28) (Shotgun) PENALTY on IND, Delay of Game, 5 yards, enforced at TEN 4 - No Play.","4.00","Box Score"
"","-0.17","TEN","IND","7","2022-10-23","2","2:00","4","2","(2:00) (Shotgun) PENALTY on TEN-75-D.Radunz, False Start, 5 yards, enforced at IND 5 - No Play.","5.00","Box Score"
"","-0.19","ATL","PIT","13","2022-12-04","4","6:20","2","18","(6:20) (No Huddle, Shotgun) PENALTY on ATL-70-J.Matthews, False Start, 4 yards, enforced at PIT 18 - No Play.","18.00","Box Score"
"","-0.19","KC","LV","18","2023-01-07","2","1:02","2","3","(1:02) (Shotgun) Direct snap to 1-J.McKinnon.  15-P.Mahomes pass short left to 19-K.Toney for 9 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on KC-52-C.Humphrey, Offensive Holding, 10 yards, enforced at LV 1.","9.00","Box Score"
"","-0.22","DEN","CAR","12","2022-11-27","4","4:09","4","13","(4:09) (Shotgun) PENALTY on DEN, Delay of Game, 5 yards, enforced at CAR 13 - No Play.","13.00","Box Score"
"","-0.22","LA","ARI","10","2022-11-13","3","4:33","2","14","(4:33) (Shotgun) 13-J.Wolford pass incomplete short right to 18-B.Skowronek (41-M.Sanders). PENALTY on ARI-99-J.Watt, Defensive Delay of Game, 5 yards, enforced at ARI 14.","14.00","Box Score"
"","-0.23","SEA","ARI","6","2022-10-16","2","0:14","1","10","(:14) (Shotgun) PENALTY on SEA-60-P.Haynes, False Start, 4 yards, enforced at ARI 11 - No Play.","11.00","Box Score"
"","-0.29","PIT","ATL","13","2022-12-04","3","5:33","3","13","(5:33) (Shotgun) PENALTY on PIT, Delay of Game, 5 yards, enforced at ATL 17 - No Play.","17.00","Box Score"
"","-0.32","NYG","DAL","12","2022-11-24","1","10:06","2","17","(10:06) 8-D.Jones pass short right to 18-I.Hodgins for 24 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on NYG-79-T.Phillips, Ineligible Downfield Pass, 5 yards, enforced at DAL 24 - No Play.","24.00","Box Score"
"","-0.33","KC","IND","3","2022-09-25","3","7:59","4","2","(7:59) (Field Goal formation) PENALTY on KC, Delay of Game, 5 yards, enforced at IND 2 - No Play.","2.00","Box Score"
"","-0.35","LAC","TEN","15","2022-12-18","4","0:14","2","10","(:14) (Shotgun) PENALTY on LAC, Delay of Game, 5 yards, enforced at TEN 20 - No Play.","20.00","Box Score"
"","-0.37","MIN","WAS","9","2022-11-06","2","0:14","2","10","(:14) (Shotgun) PENALTY on MIN, Delay of Game, 5 yards, enforced at WAS 21 - No Play.","21.00","Box Score"
"","-0.38","JAX","WAS","1","2022-09-11","2","0:37","1","9","(:37) (Shotgun) PENALTY on JAX-74-C.Robinson, False Start, 5 yards, enforced at WAS 9 - No Play.","9.00","Box Score"
"","-0.41","MIN","NO","4","2022-10-02","2","0:16","3","10","(:16) (Shotgun) PENALTY on MIN-75-B.O'Neill, False Start, 5 yards, enforced at NO 20 - No Play.","20.00","Box Score"
"","-0.43","PHI","DAL","6","2022-10-16","2","2:21","3","13","(2:21) (Shotgun) PENALTY on PHI-68-J.Mailata, False Start, 5 yards, enforced at DAL 23 - No Play.","23.00","Box Score"
"","-0.43","DET","PHI","1","2022-09-11","1","12:19","2","15","(12:19) (Shotgun) PENALTY on DET-71-L.Stenberg, False Start, 5 yards, enforced at PHI 20 - No Play.","20.00","Box Score"
"","-0.43","NYJ","BAL","1","2022-09-11","4","1:22","4","5","(1:22) (Shotgun) 19-J.Flacco pass short right to 8-E.Moore for 12 yards, TOUCHDOWN NULLIFIED by Penalty. BAL-23-K.Fuller was injured during the play.  PENALTY on NYJ-8-E.Moore, Offensive Pass Interference, 10 yards, enforced at BAL 12 - No Play.","12.00","Box Score"
"","-0.44","NYG","DAL","12","2022-11-24","4","0:16","1","1","(:16) (No Huddle, Shotgun) 8-D.Jones pass incomplete short right [56-D.Fowler]. PENALTY on DAL-56-D.Fowler, Defensive Offside, 0 yards, enforced at DAL 1 - No Play.","1.00","Box Score"
"","-0.47","ARI","CAR","4","2022-10-02","4","12:43","3","17","(12:43) (Shotgun) 1-K.Murray scrambles right end to CAR 6 for 11 yards (49-F.Luvu). CAR-49-F.Luvu was injured during the play.  PENALTY on ARI-6-J.Conner, Offensive Holding, 10 yards, enforced at CAR 17 - No Play.","17.00","Box Score"
"","-0.49","NYG","PHI","18","2023-01-08","3","1:53","2","13","(1:53) (Shotgun) PENALTY on NYG, Delay of Game, 5 yards, enforced at PHI 13 - No Play.","13.00","Box Score"
"","-0.49","WAS","CHI","6","2022-10-13","4","15:00","3","5","(15:00) (Shotgun) PENALTY on WAS-89-C.Sims, False Start, 5 yards, enforced at CHI 5 - No Play.","5.00","Box Score"
"","-0.52","DAL","PHI","6","2022-10-16","3","0:20","2","9","(:20) (Shotgun) 10-C.Rush pass incomplete deep left to 89-P.Hendershot. PENALTY on DAL-89-P.Hendershot, Illegal Motion, 5 yards, enforced at PHI 19 - No Play.","19.00","Box Score"
"","-0.52","GB","NYG","5","2022-10-09","1","11:10","4","5","(11:10) (Field Goal formation) PENALTY on GB, Delay of Game, 5 yards, enforced at NYG 22 - No Play.","22.00","Box Score"
"","-0.52","SF","WAS","16","2022-12-24","4","12:48","3","5","(12:48) (Shotgun) PENALTY on SF-69-M.McGlinchey, False Start, 5 yards, enforced at WAS 6 - No Play.","6.00","Box Score"
"","-0.53","IND","JAX","2","2022-09-18","4","11:33","3","12","(11:33) (Shotgun) 2-M.Ryan pass short right to 83-K.Granson to JAX 2 for 10 yards (26-S.Griffin, 32-T.Campbell). JAX-32-T.Campbell was injured during the play. His return is Questionable.  PENALTY on IND-1-P.Campbell, Offensive Pass Interference, 10 yards, enforced at JAX 12 - No Play.","12.00","Box Score"
"","-0.54","PIT","BUF","5","2022-10-09","3","0:13","4","8","(:13) (Shotgun) PENALTY on PIT-65-D.Moore, False Start, 5 yards, enforced at BUF 22 - No Play.","22.00","Box Score"
"","-0.54","TEN","HOU","8","2022-10-30","3","9:14","1","9","(9:14) PENALTY on TEN-55-A.Brewer, False Start, 5 yards, enforced at HOU 9 - No Play.","9.00","Box Score"
"","-0.54","NYG","MIN","16","2022-12-24","3","6:17","2","6","(6:17) (Shotgun) PENALTY on NYG-65-N.Gates, False Start, 5 yards, enforced at MIN 19 - No Play.","19.00","Box Score"
"","-0.54","DAL","NYG","12","2022-11-24","3","9:03","1","10","(9:03) PENALTY on DAL-88-C.Lamb, False Start, 5 yards, enforced at NYG 10 - No Play.","10.00","Box Score"
"","-0.55","LV","NE","15","2022-12-18","2","0:27","1","10","(:27) (Shotgun) PENALTY on LV-65-H.Grasu, False Start, 5 yards, enforced at NE 20 - No Play.","20.00","Box Score"
"","-0.55","LV","NE","15","2022-12-18","1","9:33","2","5","(9:33) PENALTY on LV, Delay of Game, 5 yards, enforced at NE 21 - No Play.","21.00","Box Score"
"","-0.55","NYJ","NE","11","2022-11-20","2","9:57","4","7","(9:57) (Field Goal formation) PENALTY on NYJ, Delay of Game, 5 yards, enforced at NE 22 - No Play.","22.00","Box Score"
"","-0.56","CAR","SEA","14","2022-12-11","2","3:52","1","10","(3:52) (Shotgun) PENALTY on CAR-2-D.Moore, False Start, 4 yards, enforced at SEA 11 - No Play.","11.00","Box Score"
"","-0.57","DEN","NYJ","7","2022-10-23","2","4:46","2","8","(4:46) PENALTY on DEN-82-E.Saubert, False Start, 5 yards, enforced at NYJ 19 - No Play.","19.00","Box Score"
"","-0.58","PHI","MIN","2","2022-09-19","3","4:27","3","5","(4:27) (Shotgun) PENALTY on PHI-65-L.Johnson, False Start, 5 yards, enforced at MIN 21 - No Play.","21.00","Box Score"
"","-0.58","LV","KC","18","2023-01-07","3","7:44","3","10","(7:44) (Shotgun) PENALTY on LV, Delay of Game, 5 yards, enforced at KC 19 - No Play.","19.00","Box Score"
"","-0.58","CIN","ATL","7","2022-10-23","1","6:45","1","1","(6:45) (Shotgun) PENALTY on CIN-67-C.Volson, False Start, 4 yards, enforced at ATL 1 - No Play.","1.00","Box Score"
"","-0.59","PIT","TB","6","2022-10-16","1","9:53","3","6","(9:53) (Shotgun) PENALTY on PIT-69-K.Dotson, False Start, 5 yards, enforced at TB 16 - No Play.","16.00","Box Score"
"","-0.59","LA","SF","4","2022-10-03","1","9:20","1","10","(9:20) (Shotgun) PENALTY on LA-70-J.Noteboom, False Start, 5 yards, enforced at SF 19 - No Play.","19.00","Box Score"
"","-0.60","LAC","LV","1","2022-09-11","4","0:58","1","10","(:58) 10-J.Herbert kneels to LV 18 for -1 yards. PENALTY on LAC, Illegal Formation, 5 yards, enforced at LV 17 - No Play.","17.00","Box Score"
"","-0.60","NYJ","MIA","18","2023-01-08","4","12:47","3","12","(12:47) (Shotgun) PENALTY on NYJ-68-M.Remmers, False Start, 5 yards, enforced at MIA 24 - No Play.","24.00","Box Score"
"","-0.60","BAL","JAX","12","2022-11-27","1","10:12","2","10","(10:12) (Shotgun) PENALTY on BAL, Delay of Game, 5 yards, enforced at JAX 10 - No Play.","10.00","Box Score"
"","-0.60","HOU","KC","15","2022-12-18","3","1:53","3","7","(1:53) (Shotgun) PENALTY on HOU-78-L.Tunsil, False Start, 5 yards, enforced at KC 7 - No Play.","7.00","Box Score"
"","-0.60","DET","CHI","17","2023-01-01","4","2:51","3","9","(2:51) PENALTY on DET-45-J.Cabinda, False Start, 5 yards, enforced at CHI 11 - No Play.","11.00","Box Score"
"","-0.60","MIN","CHI","18","2023-01-08","2","5:28","3","4","(5:28) (Shotgun) PENALTY on MIN, Delay of Game, 5 yards, enforced at CHI 5 - No Play.","5.00","Box Score"
"","-0.61","NYG","PHI","14","2022-12-11","4","10:08","3","3","(10:08) (Shotgun) PENALTY on NYG-73-E.Neal, False Start, 5 yards, enforced at PHI 18 - No Play.","18.00","Box Score"
"","-0.61","SF","WAS","16","2022-12-24","3","0:47","3","9","(:47) (Shotgun) PENALTY on SF-69-M.McGlinchey, False Start, 5 yards, enforced at WAS 9 - No Play.","9.00","Box Score"
"","-0.61","DAL","WAS","4","2022-10-02","2","1:23","1","10","(1:23) (Shotgun) PENALTY on DAL-63-T.Biadasz, False Start, 5 yards, enforced at WAS 13 - No Play.","13.00","Box Score"
"","-0.62","LV","SEA","12","2022-11-27","4","2:14","2","7","(2:14) (Run formation) PENALTY on LV-72-J.Eluemunor, False Start, 5 yards, enforced at SEA 7 - No Play.","7.00","Box Score"
"","-0.62","SF","CAR","5","2022-10-09","2","14:18","2","9","(14:18) 10-J.Garoppolo pass short middle to 85-G.Kittle to CAR 4 for 16 yards (38-M.Hartsfield; 57-D.Wilson). PENALTY on SF-69-M.McGlinchey, Ineligible Downfield Pass, 5 yards, enforced at CAR 20 - No Play.","20.00","Box Score"
"","-0.63","DAL","HOU","14","2022-12-11","2","13:27","1","5","(13:27) (No Huddle) PENALTY on DAL-78-T.Steele, False Start, 5 yards, enforced at HOU 5 - No Play.","5.00","Box Score"
"","-0.63","PIT","NE","2","2022-09-18","2","10:23","1","10","(10:23) (Shotgun) PENALTY on PIT, Delay of Game, 5 yards, enforced at NE 19 - No Play.","19.00","Box Score"
"","-0.63","TB","ARI","16","2022-12-25","2","9:42","3","4","(9:42) (Shotgun) 12-T.Brady pass short right to 6-J.Jones for 10 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on TB, Illegal Shift, 5 yards, enforced at ARI 10 - No Play.","10.00","Box Score"
"","-0.64","SEA","DET","4","2022-10-02","1","8:49","1","10","(8:49) PENALTY on SEA-67-C.Cross, False Start, 5 yards, enforced at DET 12 - No Play.","12.00","Box Score"
"","-0.64","CAR","CIN","9","2022-11-06","3","13:26","2","5","(13:26) (Shotgun) PENALTY on CAR-72-T.Moton, False Start, 5 yards, enforced at CIN 22 - No Play.","22.00","Box Score"
"","-0.64","ATL","BAL","16","2022-12-24","3","8:06","2","5","(8:06) (Shotgun) 84-C.Patterson left end for 13 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on ATL-17-O.Zaccheaus, Offensive Holding, 10 yards, enforced at BAL 6.","13.00","Box Score"
"","-0.65","NYG","GB","5","2022-10-09","3","8:58","3","3","(8:58) (Shotgun) PENALTY on NYG-68-B.Bredeson, False Start, 5 yards, enforced at GB 17 - No Play.","17.00","Box Score"
"","-0.65","NE","PIT","2","2022-09-18","1","7:30","3","8","(7:30) (Shotgun) PENALTY on NE, Delay of Game, 5 yards, enforced at PIT 15 - No Play.","15.00","Box Score"
"","-0.65","BUF","KC","6","2022-10-16","2","15:00","1","10","(15:00) 26-D.Singletary left end to KC 10 for 12 yards (55-F.Clark; 32-N.Bolton). PENALTY on BUF-13-G.Davis, Offensive Holding, 10 yards, enforced at KC 15.","22.00","Box Score"
"","-0.66","SEA","NYG","8","2022-10-30","2","2:00","2","7","(2:00) (Shotgun) 9-K.Walker right guard to NYG 10 for 6 yards (99-L.Williams). PENALTY on SEA, Illegal Formation, 5 yards, enforced at NYG 16 - No Play.","16.00","Box Score"
"","-0.66","DEN","LV","4","2022-10-02","2","10:27","1","10","(10:27) 3-R.Wilson pass incomplete short left [98-M.Crosby]. PENALTY on DEN, Illegal Shift, 5 yards, enforced at LV 12 - No Play.","12.00","Box Score"
"","-0.66","TB","ATL","5","2022-10-09","2","2:29","3","3","(2:29) (No Huddle, Shotgun) PENALTY on TB-69-S.Mason, False Start, 5 yards, enforced at ATL 17 - No Play.","17.00","Box Score"
"","-0.66","LAC","HOU","4","2022-10-02","2","0:15","2","10","(:15) (Shotgun) PENALTY on LAC-79-T.Pipkins, False Start, 5 yards, enforced at HOU 14 - No Play.","14.00","Box Score"
"","-0.66","CLE","CAR","1","2022-09-11","3","8:51","2","6","(8:51) PENALTY on CLE, Delay of Game, 5 yards, enforced at CAR 11 - No Play.","11.00","Box Score"
"","-0.66","LAC","CLE","5","2022-10-09","1","2:34","3","4","(2:34) (Shotgun) PENALTY on LAC-68-J.Salyer, False Start, 5 yards, enforced at CLE 4 - No Play.","4.00","Box Score"
"","-0.67","ARI","LA","10","2022-11-13","4","4:43","3","8","(4:43) 64-S.Harlow reported in as eligible.  12-C.McCoy pass short left to 85-T.McBride to LA 13 for 10 yards (2-T.Hill). PENALTY on ARI-79-J.Jones, Ineligible Downfield Pass, 5 yards, enforced at LA 23 - No Play.","23.00","Box Score"
"","-0.67","DAL","NYG","12","2022-11-24","3","2:31","1","4","(2:31) PENALTY on DAL-85-N.Brown, False Start, 5 yards, enforced at NYG 4 - No Play.","4.00","Box Score"
"","-0.67","PIT","CIN","11","2022-11-20","2","1:52","3","4","(1:52) (Shotgun) PENALTY on PIT-8-K.Pickett, False Start, 5 yards, enforced at CIN 19 - No Play.","19.00","Box Score"
"","-0.67","PIT","ATL","13","2022-12-04","2","7:32","1","10","(7:32) PENALTY on PIT-69-K.Dotson, False Start, 5 yards, enforced at ATL 12 - No Play.","12.00","Box Score"
"","-0.67","DEN","SEA","1","2022-09-12","1","8:25","2","10","(8:25) PENALTY on DEN-73-C.Fleming, False Start, 5 yards, enforced at SEA 18 - No Play.","18.00","Box Score"
"","-0.67","NYG","PHI","18","2023-01-08","3","2:20","2","8","(2:20) (Shotgun) PENALTY on NYG, Delay of Game, 5 yards, enforced at PHI 8 - No Play.","8.00","Box Score"
"","-0.68","DAL","NYG","12","2022-11-24","3","7:41","3","10","(7:41) (Shotgun) PENALTY on DAL-63-T.Biadasz, False Start, 5 yards, enforced at NYG 10 - No Play.","10.00","Box Score"
"","-0.68","TB","PIT","6","2022-10-16","3","9:36","1","10","(9:36) 73-B.Walton reported in as eligible.  PENALTY on TB-73-B.Walton, False Start, 5 yards, enforced at PIT 13 - No Play.","13.00","Box Score"
"","-0.68","TB","CLE","12","2022-11-27","1","6:15","2","6","(6:15) 72-J.Wells reported in as eligible.  PENALTY on TB-72-J.Wells, False Start, 5 yards, enforced at CLE 11 - No Play.","11.00","Box Score"
"","-0.68","HOU","NYG","10","2022-11-13","4","10:01","2","15","(10:01) (Shotgun) 10-D.Mills pass deep left to 13-B.Cooks for 19 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on HOU-59-K.Green, Offensive Holding, 10 yards, enforced at NYG 19 - No Play.","19.00","Box Score"
"","-0.69","NO","PHI","17","2023-01-01","1","8:22","2","6","(8:22) 14-A.Dalton pass incomplete short right. PENALTY on NO-78-E.McCoy, Ineligible Downfield Pass, 5 yards, enforced at PHI 13 - No Play.","13.00","Box Score"
"","-0.69","NYJ","SEA","17","2023-01-01","2","9:56","1","10","(9:56) PENALTY on NYJ-71-D.Brown, False Start, 5 yards, enforced at SEA 13 - No Play.","13.00","Box Score"
"","-0.69","CLE","BAL","7","2022-10-23","1","2:08","2","10","(2:08) (Shotgun) PENALTY on CLE-71-J.Wills, False Start, 5 yards, enforced at BAL 20 - No Play.","20.00","Box Score"
"","-0.69","CIN","DAL","2","2022-09-18","1","4:54","2","6","(4:54) PENALTY on CIN-65-A.Cappa, False Start, 5 yards, enforced at DAL 23 - No Play.","23.00","Box Score"
"","-0.69","PHI","DAL","16","2022-12-24","2","0:25","1","10","(:25) (No Huddle) PENALTY on PHI-88-D.Goedert, False Start, 5 yards, enforced at DAL 24 - No Play.","24.00","Box Score"
"","-0.69","NE","GB","4","2022-10-02","3","5:27","1","10","(5:27) 61-M.Cannon reported in as eligible.  PENALTY on NE, Delay of Game, 5 yards, enforced at GB 20 - No Play.","20.00","Box Score"
"","-0.69","PHI","CHI","15","2022-12-18","2","12:40","2","9","(12:40) (Shotgun) 16-Q.Watkins left end ran ob at CHI 13 for 4 yards (33-J.Johnson). PENALTY on PHI-80-T.Jackson, Offensive Holding, 10 yards, enforced at CHI 13.","17.00","Box Score"
"","-0.69","TB","ARI","16","2022-12-25","5","5:11","1","10","(5:11) PENALTY on TB-73-B.Walton, False Start, 5 yards, enforced at ARI 19 - No Play.","19.00","Box Score"
"","-0.69","LV","TEN","3","2022-09-25","3","7:22","3","4","(7:22) PENALTY on LV-74-K.Miller, False Start, 5 yards, enforced at TEN 9 - No Play.","9.00","Box Score"
"","-0.69","GB","CHI","2","2022-09-18","1","9:45","1","10","(9:45) PENALTY on GB-71-J.Myers, False Start, 5 yards, enforced at CHI 13 - No Play.","13.00","Box Score"
"","-0.70","BAL","NO","9","2022-11-07","4","9:36","2","5","(9:36) (Shotgun) PENALTY on BAL, Delay of Game, 5 yards, enforced at NO 14 - No Play.","14.00","Box Score"
"","-0.70","NYJ","GB","6","2022-10-16","4","2:37","4","1","(2:37) (Run formation) PENALTY on NYJ, Delay of Game, 4 yards, enforced at GB 1 - No Play.","1.00","Box Score"
"","-0.70","NYG","PHI","18","2023-01-08","4","10:57","1","10","(10:57) PENALTY on NYG-74-M.Peart, False Start, 5 yards, enforced at PHI 16 - No Play.","16.00","Box Score"
"","-0.70","TEN","WAS","5","2022-10-09","3","3:23","2","10","(3:23) PENALTY on TEN-75-D.Radunz, False Start, 5 yards, enforced at WAS 12 - No Play.","12.00","Box Score"
"","-0.70","CHI","GB","2","2022-09-18","4","11:20","1","10","(11:20) PENALTY on CHI-13-B.Pringle, False Start, 5 yards, enforced at GB 20 - No Play.","20.00","Box Score"
"","-0.70","HOU","NYG","10","2022-11-13","3","8:28","2","7","(8:28) (Shotgun) PENALTY on HOU, Delay of Game, 5 yards, enforced at NYG 7 - No Play.","7.00","Box Score"
"","-0.70","CHI","NE","7","2022-10-24","3","11:41","1","10","(11:41) (Shotgun) PENALTY on CHI-70-B.Jones, False Start, 5 yards, enforced at NE 20 - No Play.","20.00","Box Score"
"","-0.71","LV","TEN","3","2022-09-25","2","10:14","1","1","(10:14) PENALTY on LV-72-J.Eluemunor, False Start, 4 yards, enforced at TEN 1 - No Play.","1.00","Box Score"
"","-0.71","JAX","NYJ","16","2022-12-22","3","8:57","1","10","(8:57) 16-T.Lawrence pass short right to 85-D.Arnold to NYJ 14 for 9 yards (56-Qu.Williams). PENALTY on JAX-75-J.Taylor, Ineligible Downfield Pass, 5 yards, enforced at NYJ 23 - No Play.","23.00","Box Score"
"","-0.71","NO","TB","2","2022-09-18","4","3:15","1","10","(3:15) (No Huddle, Shotgun) PENALTY on NO-74-J.Hurst, False Start, 5 yards, enforced at TB 13 - No Play.","13.00","Box Score"
"","-0.71","NO","LV","8","2022-10-30","2","7:47","1","10","(7:47) PENALTY on NO-78-E.McCoy, False Start, 5 yards, enforced at LV 11 - No Play.","11.00","Box Score"
"","-0.71","JAX","IND","6","2022-10-16","3","11:55","1","10","(11:55) (No Huddle) PENALTY on JAX-17-E.Engram, False Start, 5 yards, enforced at IND 17 - No Play.","17.00","Box Score"
"","-0.72","GB","BUF","8","2022-10-30","2","7:23","1","10","(7:23) PENALTY on GB-8-Am.Rodgers, False Start, 5 yards, enforced at BUF 17 - No Play.","17.00","Box Score"
"","-0.72","MIA","CHI","9","2022-11-06","2","0:25","2","10","(:25) PENALTY on MIA, Offensive Too Many Men on Field, 5 yards, enforced at CHI 18 - No Play.","18.00","Box Score"
